CODICEIDENTIFICATIVOFARMACIA;CODFARMACIAASSEGNATODAASL;INDIRIZZO;DESCRIZIONEFARMACIA;PARTITAIVA;CAP;CODICECOMUNEISTAT;DESCRIZIONECOMUNE;FRAZIONE;CODICEPROVINCIAISTAT;SIGLAPROVINCIA;DESCRIZIONEPROVINCIA;CODICEREGIONE;DESCRIZIONEREGIONE;DATAINIZIOVALIDITA;DATAFINEVALIDITA;DESCRIZIONETIPOLOGIA;CODICETIPOLOGIA;orig_lat;orig_long;LOCALIZE;indirizzo_query;arcGIS_response;Long;Lat
2934;0;Piazzale G. Rosa, 11;S. RITA;11816820150;20139;15146;MILANO;-;15;MI;MILANO;30;LOMBARDIA;01/01/2005;-;Ordinaria;1;45.4654542;9.186516;1;Piazzale G. Rosa, 11, 20139, MILANO;Piazzale Gabriele Rosa 11, 20139, Milano;9.223720738126891;45.43793018235324
2935;0;Via Sarpi, 53;ANGOLO DELLA SALUTE SNC - DR. FRANCESCO E LUCA SANTANGELO;6312070961;20154;15146;MILANO;-;15;MI;MILANO;30;LOMBARDIA;01/10/2015;-;Ordinaria;1;45.5685849695;9.0793848487;1;Via Sarpi, 53, 20154, MILANO;Via Paolo Sarpi 53, 20154, Milano;9.172801121011018;45.481100521784306
2936;0;Via Senato, 2;SENATO SAS DEL DOTT. STILO DOMENICO & C.;8801680961;20121;15146;MILANO;-;15;MI;MILANO;30;LOMBARDIA;01/07/2017;-;Ordinaria;1;45.5438222178;9.0826867876;1;Via Senato, 2, 20121, MILANO;Via Senato 2, 20121, Milano;9.19907568304574;45.469036822926874
2937;0;Via L. il Moro, 3;DALMAZIO;11835020154;20143;15146;MILANO;-;15;MI;MILANO;30;LOMBARDIA;01/01/2005;-;Ordinaria;1;45.4666212;9.1906166;1;Via L. il Moro, 3, 20143, MILANO;Via Lodovico il Moro 3, 20143, Milano;9.15553546947313;45.44755186427379
2938;0;Via Grosotto, 5 - angolo via Traiano;AL PORTELLO SNC DI ALBERTO PAIANI E MICAELA CLEMENTE;5858450967;20149;15146;MILANO;-;15;MI;MILANO;30;LOMBARDIA;01/09/2016;-;Ordinaria;1;45.4657966125;9.1827416762;1;Via Grosotto, 5 - angolo via Traiano, 20149, MILANO;Via Grosotto & Via Marco Ulpio Traiano, 20149, Milano;9.14697000000001;45.491175
2939;0;Viale Coni Zugna, 43;OLONA SNC;7639340962;20144;15146;MILANO;-;15;MI;MILANO;30;LOMBARDIA;01/07/2017;-;Ordinaria;1;45.4551838233;9.1724102067;1;Viale Coni Zugna, 43, 20144, MILANO;Viale Coni Zugna 43, 20144, Milano;9.169609196635733;45.45738971218764
2940;0;Via Forze Armate, 4;MEAZZA DI FIORINI SILVIA & C.SNC;11978270152;20147;15146;MILANO;-;15;MI;MILANO;30;LOMBARDIA;01/01/2005;-;Ordinaria;1;45.4666212;9.1906166;1;Via Forze Armate, 4, 20147, MILANO;Via delle Forze Armate 4, 20147, Milano;9.136456190109241;45.46338561027031
2941;0;Via Nicolò Barabino, 3;Omero;11963310153;20139;15146;MILANO;-;15;MI;MILANO;30;LOMBARDIA;01/07/2017;-;Ordinaria;1;45.4666212;9.1906166;1;Via Nicolò Barabino, 3, 20139, MILANO;Via Nicolò Barabino 3, 20139, Milano;9.223245554273088;45.43425374104108
2942;0;Via Padova, 109;TURRO;11963650152;20127;15146;MILANO;-;15;MI;MILANO;30;LOMBARDIA;01/01/2005;-;Ordinaria;1;45.4966968169;9.2307758207;1;Via Padova, 109, 20127, MILANO;Via Padova 109, 20127, Milano;9.230638332910205;45.496692376911504
2943;0;Piazza Vigili del Fuoco, 11;COSMOPOLITA DI INFERRERA DOTT. GIUSEPPE;2101400808;20134;15146;MILANO;-;15;MI;MILANO;30;LOMBARDIA;01/05/2016;-;Ordinaria;1;45.4666212;9.1906166;1;Piazza Vigili del Fuoco, 11, 20134, MILANO;Piazza Vigili del Fuoco 11, 20134, Milano;9.24693292645275;45.47908641661367
2944;0;Via Mascheroni, 16;TOMMASEO SAS;6384400963;20145;15146;MILANO;-;15;MI;MILANO;30;LOMBARDIA;01/04/2010;-;Ordinaria;1;45.4666212;9.1906166;1;Via Mascheroni, 16, 20145, MILANO;Via Lorenzo Mascheroni 16, 20145, Milano;9.165457476830724;45.469963267557254
2945;0;Viale Premuda, 10;REMOTTI;11988310154;20129;15146;MILANO;-;15;MI;MILANO;30;LOMBARDIA;01/01/2005;-;Ordinaria;1;45.4651030861;9.2074283692;1;Viale Premuda, 10, 20129, MILANO;Viale Premuda 10, 20129, Milano;9.207586439782945;45.46362795920135
2946;0;Via Piacenza, 24;ROMA SNC;4087880961;20135;15146;MILANO;-;15;MI;MILANO;30;LOMBARDIA;01/10/2010;-;Ordinaria;1;44.2505163;12.36470525;1;Via Piacenza, 24, 20135, MILANO;Via Piacenza 24, 20135, Milano;9.205492604362592;45.44933882041673
2947;0;Via P. Della Francesca, 38;CASTELVETRO SNC;11973480152;20154;15146;MILANO;-;15;MI;MILANO;30;LOMBARDIA;01/01/2005;-;Ordinaria;1;45.4666212;9.1906166;1;Via P. Della Francesca, 38, 20154, MILANO;Via Piero della Francesca 38, 20154, Milano;9.163722279214022;45.484032970858095
2948;0;Via Arnaldo da Brescia, 1;FARINI SAS DR.SSA TRAVIERSO ANTONIETTA & C.;5488940965;20159;15146;MILANO;-;15;MI;MILANO;30;LOMBARDIA;01/07/2007;-;Ordinaria;1;45.4903587087;9.1824009324;1;Via Arnaldo da Brescia, 1, 20159, MILANO;Via Arnaldo da Brescia 1, 20159, Milano;9.183050607132573;45.49020584984709
2949;0;Via Pacini, 70;LAMBRATE;12160380155;20131;15146;MILANO;-;15;MI;MILANO;30;LOMBARDIA;01/03/2013;-;Ordinaria;1;45.4666212;9.1906166;1;Via Pacini, 70, 20131, MILANO;Via Giovanni Pacini 70, 20131, Milano;9.23502928948581;45.48415528336896
2950;0;Viale Coni Zugna, 56;CONI ZUGNA SAS;6670530960;20144;15146;MILANO;-;15;MI;MILANO;30;LOMBARDIA;01/11/2009;-;Ordinaria;1;45.4551838233;9.1724102067;1;Viale Coni Zugna, 56, 20144, MILANO;Viale Coni Zugna 56, 20144, Milano;9.17074139993658;45.45621009463907
2951;0;Piazza Miani, 3;BARONA SAS;9270110969;20143;15146;MILANO;-;15;MI;MILANO;30;LOMBARDIA;01/07/2017;-;Ordinaria;1;45.4666212;9.1906166;1;Piazza Miani, 3, 20143, MILANO;Piazza Guglielmo Miani 3, 20143, Milano;9.155018240377249;45.43765229309249
2952;0;Piazza Missori, 3;MISSORI SNC;12263860152;20123;15146;MILANO;-;15;MI;MILANO;30;LOMBARDIA;01/01/2005;-;Ordinaria;1;45.4654542;9.186516;1;Piazza Missori, 3, 20123, MILANO;Piazza Giuseppe Missori 3, 20123, Milano;9.188495642535534;45.46092040521671
2953;0;Via Pagliano, 1/A;MONTE ROSA SNC;7601070969;20149;15146;MILANO;-;15;MI;MILANO;30;LOMBARDIA;01/07/2017;-;Ordinaria;1;45.4757959;9.1480854;1;Via Pagliano, 1/A, 20149, MILANO;Via Eleuterio Pagliano 1A, 20149, Milano;9.147985102977609;45.47566728781235
2954;0;Corso Buenos Aires, 4;FORMAGGIA SNC DR. TRAVIERSO NICOLA & C.;5525360961;20124;15146;MILANO;-;15;MI;MILANO;30;LOMBARDIA;01/07/2007;-;Ordinaria;1;45.4847156;9.21526455;1;Corso Buenos Aires, 4, 20124, MILANO;Corso Buenos Aires, 20124, Milano;9.210431550760239;45.479796408293055
2955;0;Viale Lombardia, 65;LOMBARDIA DR. CASTELLI ROBERTO;12535370154;20131;15146;MILANO;-;15;MI;MILANO;30;LOMBARDIA;01/04/2015;-;Ordinaria;1;45.5978572888;9.5215993303;1;Viale Lombardia, 65, 20131, MILANO;Viale Lombardia 65, 20131, Milano;9.223528323186667;45.48686307799065
2956;0;Largo Promessi Sposi, 4;DELLA TORRETTA SAS DI MONICA ROCCHI E C.;8985970964;20142;15146;MILANO;-;15;MI;MILANO;30;LOMBARDIA;01/07/2017;-;Ordinaria;1;45.4368552815;9.1726344356;1;Largo Promessi Sposi, 4, 20142, MILANO;Largo Promessi Sposi 4, 20142, Milano;9.172711031507829;45.43541589286744
2957;0;Via S. Calimero, 1-Ang. C.so P.ta Romana;GLORIA SAS - FARMACIA FOGLIA;4582870962;20122;15146;MILANO;-;15;MI;MILANO;30;LOMBARDIA;01/04/2015;-;Ordinaria;1;45.4654542;9.186516;1;Via S. Calimero, 1-Ang. C.so P.ta Romana, 20122, MILANO;Via San Calimero 1, 20122, Milano;9.193268603525892;45.457324072162265
2958;0;Piazzale Oberdan, 4;ANTICA FARMACIA DIANA;12522980155;20129;15146;MILANO;-;15;MI;MILANO;30;LOMBARDIA;01/10/2010;-;Ordinaria;1;45.4654542;9.186516;1;Piazzale Oberdan, 4, 20129, MILANO;Piazza Guglielmo Oberdan 4, 20129, Milano;9.206589414940234;45.474207307519215
2959;0;Via F. Filzi, 10;HUMANITAS SNC;12588160155;20124;15146;MILANO;-;15;MI;MILANO;30;LOMBARDIA;01/01/2005;-;Ordinaria;1;45.5520257462;9.2161655008;1;Via F. Filzi, 10, 20124, MILANO;Via Fabio Filzi 10, 20124, Milano;9.19954592965541;45.483106013041755
2960;0;Viale Monza, 177;EUROPA SAS DEL DR. MARIO DE CONCA & C.;12507350150;20126;15146;MILANO;-;15;MI;MILANO;30;LOMBARDIA;01/07/2015;-;Ordinaria;1;45.4976955255;9.2201620643;1;Viale Monza, 177, 20126, MILANO;Viale Monza 177, 20126, Milano;9.222072580616382;45.504081869553914
2961;0;Via Vitruvio, 39;VITRUVIO SNC;7514450969;20124;15146;MILANO;-;15;MI;MILANO;30;LOMBARDIA;01/07/2017;-;Ordinaria;1;45.4812358356;9.2088232991;1;Via Vitruvio, 39, 20124, MILANO;Via Vitruvio 39, 20124, Milano;9.206814269490497;45.48227456618967
2962;0;Via Maiocchi, 14;UMANITARIA SAS;7980640960;20129;15146;MILANO;-;15;MI;MILANO;30;LOMBARDIA;01/07/2017;-;Ordinaria;1;45.4666212;9.1906166;1;Via Maiocchi, 14, 20129, MILANO;Via Achille Maiocchi 14, 20129, Milano;9.213147403139224;45.47518025062036
2963;0;Piazza Lega Lombarda, 5;LEGA LOMBARDA SNC;12514310155;20154;15146;MILANO;-;15;MI;MILANO;30;LOMBARDIA;01/10/2010;-;Ordinaria;1;45.4776977;9.1798757;1;Piazza Lega Lombarda, 5, 20154, MILANO;Piazza Lega Lombarda 5, 20154, Milano;9.18019458451153;45.47801423397195
2964;0;Via Raffaello Sanzio, 2A;CARNEVALE;12670800155;20149;15146;MILANO;-;15;MI;MILANO;30;LOMBARDIA;01/01/2005;-;Ordinaria;1;45.5509078131;8.9748384308;1;Via Raffaello Sanzio, 2A, 20149, MILANO;Via Raffaello Sanzio 2A, 20149, Milano;9.154321356079494;45.46968792368279
2965;0;Via Ripa Ticinese, 99;EREDI CATALUCCI snc;12041830154;20143;15146;MILANO;-;15;MI;MILANO;30;LOMBARDIA;01/01/2005;-;Ordinaria;1;45.4491151;9.1631213;1;Via Ripa Ticinese, 99, 20143, MILANO;Ripa di Porta Ticinese 99, 20143, Milano;9.163095218016018;45.44914681320335
2966;0;Via G. Modena, 25;IGEA SAS DR. STILO DOMENICO & C.;7980390962;20129;15146;MILANO;-;15;MI;MILANO;30;LOMBARDIA;01/07/2017;-;Ordinaria;1;45.4666212;9.1906166;1;Via G. Modena, 25, 20129, MILANO;Via Gustavo Modena 25, 20129, Milano;9.215558580904855;45.47083547100233
2967;0;Via Delle Betulle, 10;OLMI SNC;8716030963;20152;15146;MILANO;-;15;MI;MILANO;30;LOMBARDIA;01/07/2017;-;Ordinaria;1;45.523791255;9.3575787735;1;Via Delle Betulle, 10, 20152, MILANO;Via delle Betulle 10, 20152, Milano;9.083513489222742;45.45317691966032
2968;0;Via Atene, 2 Ang. Via Padova;PADOVA;2241100151;20132;15146;MILANO;-;15;MI;MILANO;30;LOMBARDIA;01/01/2005;-;Ordinaria;1;45.4997661;9.2347446;1;Via Atene, 2 Ang. Via Padova, 20132, MILANO;Via Atene 2, 20132, Milano;9.233141286283157;45.498318978071474
2969;0;Via Carlo Troja, 11;DEL NAVIGLIO;1796220158;20144;15146;MILANO;-;15;MI;MILANO;30;LOMBARDIA;01/01/2005;-;Ordinaria;1;45.4666212;9.1906166;1;Via Carlo Troja, 11, 20144, MILANO;Viale Carlo Troya 11, 20144, Milano;9.15502634055626;45.45149118151653
2970;0;Piazzale Susa, 6;SUSA SAS DR. LIBERO BUCCARELLI & C.;12376240151;20133;15146;MILANO;-;15;MI;MILANO;30;LOMBARDIA;01/01/2005;-;Ordinaria;1;45.4684094751;9.2232883965;1;Piazzale Susa, 6, 20133, MILANO;Piazzale Susa 6, 20129, Milano;9.223415471406371;45.467598070488826
2971;0;Via Crescenzago, 36;S. CHIARA;12898500157;20134;15146;MILANO;-;15;MI;MILANO;30;LOMBARDIA;01/06/2009;-;Ordinaria;1;45.4860463683;9.2430961933;1;Via Crescenzago, 36, 20134, MILANO;Via Crescenzago 36, 20134, Milano;9.242487000000011;45.48930137607479
2972;0;Via Varesina, 121;VARESINA;13056950150;20156;15146;MILANO;-;15;MI;MILANO;30;LOMBARDIA;01/01/2008;-;Ordinaria;1;45.5059437;9.13584235;1;Via Varesina, 121, 20156, MILANO;Via Varesina 121, 20156, Milano;9.14145596044209;45.50097557063305
2973;0;Via Grossich, 11/15;CALDARINI;626580153;20131;15146;MILANO;-;15;MI;MILANO;30;LOMBARDIA;01/01/2005;-;Ordinaria;1;45.4666212;9.1906166;1;Via Grossich, 11/15, 20131, MILANO;Via Antonio Grossich 11, 20133, Milano;9.23424933429518;45.481842
2974;0;Via Ugo Betti, 159/B;GALLARATESE SAS;6721790969;20151;15146;MILANO;-;15;MI;MILANO;30;LOMBARDIA;01/01/2010;-;Ordinaria;1;45.4961008183;9.1101939;1;Via Ugo Betti, 159/B, 20151, MILANO;Via Ugo Betti 159B, 20151, Milano;9.10907599264241;45.49566754010618
2975;0;Corso Genova, 23;DEL CORSO DI DE ANSERIS RAFFAELE;2888880644;20123;15146;MILANO;-;15;MI;MILANO;30;LOMBARDIA;01/07/2017;-;Ordinaria;1;45.1393615983;8.4600896002;1;Corso Genova, 23, 20123, MILANO;Corso Genova 23, 20123, Milano;9.174845016244385;45.45670509463907
2976;0;Viale Fulvio Testi, 90;FULVIO TESTI SAS DI CODELLA MARIA A. & C;7523470966;20126;15146;MILANO;-;15;MI;MILANO;30;LOMBARDIA;01/07/2017;-;Ordinaria;1;45.5426198;9.2213935;1;Viale Fulvio Testi, 90, 20126, MILANO;Viale Fulvio Testi 90, 20126, Milano;9.204260856512198;45.51207601748516
2977;0;Via Ignazio Ciaia, 3/a - 3/b;PESENTI SNC;13066510150;20158;15146;MILANO;-;15;MI;MILANO;30;LOMBARDIA;01/01/2005;-;Ordinaria;1;45.4666212;9.1906166;1;Via Ignazio Ciaia, 3/a - 3/b, 20158, MILANO;Via Ignazio Ciaia 3A, 20158, Milano;9.176084151537912;45.5022407252294
2978;0;Viale Monte Grappa, 7;SMERALDO SNC;13057020151;20124;15146;MILANO;-;15;MI;MILANO;30;LOMBARDIA;01/10/2010;-;Ordinaria;1;45.55021835;8.88843055;1;Viale Monte Grappa, 7, 20124, MILANO;Viale Monte Grappa 7, 20124, Milano;9.188644856367947;45.48082154342441
2979;0;Via La Spezia, 20;IMPERIA DR.SSA REBUFFINI LAURA;8271020961;20142;15146;MILANO;-;15;MI;MILANO;30;LOMBARDIA;01/07/2017;-;Ordinaria;1;45.4666212;9.1906166;1;Via La Spezia, 20, 20142, MILANO;Via Spezia 20, 20142, Milano;9.172539881470485;45.44126961226846
2980;0;Via Toscolano, 1;OVIDIO SNC;10457820156;20138;15146;MILANO;-;15;MI;MILANO;30;LOMBARDIA;01/01/2005;-;Ordinaria;1;45.4666212;9.1906166;1;Via Toscolano, 1, 20138, MILANO;Via Toscolano 1, 20138, Milano;9.241925191095833;45.4586751201743
2981;0;Via Fiori Oscuri, 13;ANTICA FARMACIA DI BRERA SAS DEL DR. STEFANO DANIESI & C.;5824090962;20121;15146;MILANO;-;15;MI;MILANO;30;LOMBARDIA;01/01/2008;-;Ordinaria;1;45.4724479;9.18856485;1;Via Fiori Oscuri, 13, 20121, MILANO;Via Fiori Oscuri 13, 20121, Milano;9.189473699694163;45.47263134332621
2982;0;Piazza Principessa Clotilde, 1;NUOVA FARMACIA FATEBENEFRATELLI SS DEL DOTTOR ANDREA RIVA;8965060968;20121;15146;MILANO;-;15;MI;MILANO;30;LOMBARDIA;01/07/2017;-;Ordinaria;1;45.4666212;9.1906166;1;Piazza Principessa Clotilde, 1, 20121, MILANO;Piazzale Principessa Clotilde 1, 20121, Milano;9.192740253776618;45.479412167673864
2983;0;Corso Di Porta Ticinese, 24;S. LORENZO;13136110155;20123;15146;MILANO;-;15;MI;MILANO;30;LOMBARDIA;01/03/2013;-;Ordinaria;1;45.4590645424;9.1815571494;1;Corso Di Porta Ticinese, 24, 20123, MILANO;Corso di Porta Ticinese 24, 20123, Milano;9.180959825696826;45.458348228143564
2984;0;Via Pergine, 2;S. MARIA NASCENTE SNC;12827200150;20148;15146;MILANO;-;15;MI;MILANO;30;LOMBARDIA;01/01/2005;-;Ordinaria;1;45.4875979031;9.138295489;1;Via Pergine, 2, 20148, MILANO;Via Pergine 2, 20148, Milano;9.137666551070447;45.48735050346245
2985;0;Viale Lucania, 6;CORVETTO SAS;6627440966;20139;15146;MILANO;-;15;MI;MILANO;30;LOMBARDIA;01/11/2012;-;Ordinaria;1;45.5829243;8.9004016;1;Viale Lucania, 6, 20139, MILANO;Viale Lucania 6, 20139, Milano;9.224456672918178;45.4405595029142
2986;0;Piazza Pompeo Castelli, 14;CASTELLI;12420300159;20156;15146;MILANO;-;15;MI;MILANO;30;LOMBARDIA;01/09/2012;-;Ordinaria;1;45.4996677;9.151282;1;Piazza Pompeo Castelli, 14, 20156, MILANO;Piazza Pompeo Castelli 14, 20156, Milano;9.151181262132917;45.499573686652404
2987;0;Piazza Selinunte, 4;SELINUNTE SAS;8794770969;20148;15146;MILANO;-;15;MI;MILANO;30;LOMBARDIA;01/07/2017;-;Ordinaria;1;45.4654542;9.186516;1;Piazza Selinunte, 4, 20148, MILANO;Piazzale Selinunte 4, 20148, Milano;9.138061916469441;45.47177951817765
2988;0;Via Poerio, 28/A;CADORE;12349690151;20135;15146;MILANO;-;15;MI;MILANO;30;LOMBARDIA;01/03/2016;-;Ordinaria;1;45.4556085343;9.2113921735;1;Via Poerio, 28/A, 20135, MILANO;Via Carlo Poerio 28, 20129, Milano;9.210207205666778;45.47184375437129
2989;0;Via C. Menotti, 18/21;SCIENTIFICA;1033180157;20129;15146;MILANO;-;15;MI;MILANO;30;LOMBARDIA;01/01/2005;-;Ordinaria;1;45.470802;9.2132764;1;Via C. Menotti, 18/21, 20129, MILANO;Via Ciro Menotti 18, 20129, Milano;9.213335680131555;45.47109708964743
2990;0;Via Giovanni Pezzotti, 61;BALBONI RENZO ANDREA FLORINDO;13259230152;20141;15146;MILANO;-;15;MI;MILANO;30;LOMBARDIA;01/01/2008;-;Ordinaria;1;45.4409712657;9.1831665566;1;Via Giovanni Pezzotti, 61, 20141, MILANO;Via Giovanni Pezzotti 61, 20141, Milano;9.183508370390642;45.43842115958799
2991;0;Via Parea, 13;MANCA SNC;13266660151;20138;15146;MILANO;-;15;MI;MILANO;30;LOMBARDIA;01/01/2005;-;Ordinaria;1;45.4430392;9.2631781;1;Via Parea, 13, 20138, MILANO;Via Carlo Parea 13, 20138, Milano;9.263384020996627;45.44323413876519
2992;0;Via Spadari, 13;CENTRALE SNC;13261480159;20123;15146;MILANO;-;15;MI;MILANO;30;LOMBARDIA;01/07/2012;-;Ordinaria;1;45.4635933103;9.1870714202;1;Via Spadari, 13, 20123, MILANO;Via Spadari 13, 20123, Milano;9.186678518870117;45.46387461587514
2993;0;Via Rasori, 2;LEGNANI DE ZANETTI ANREA;1679070167;20145;15146;MILANO;-;15;MI;MILANO;30;LOMBARDIA;01/01/2005;-;Ordinaria;1;45.4675982;9.1646451;1;Via Rasori, 2, 20145, MILANO;Via Giovanni Rasori 2, 20145, Milano;9.164178785734888;45.4676743760748
2994;0;Via Lepontina, 13;MACCIONI SNC DI PATRIZIA MACCIONI E CATIA MACCIONI;13148090155;20159;15146;MILANO;-;15;MI;MILANO;30;LOMBARDIA;01/01/2008;-;Ordinaria;1;45.4933406559;9.1839814746;1;Via Lepontina, 13, 20159, MILANO;Via Lepontina 13, 20159, Milano;9.184433495008353;45.4932721357262
2995;0;Via Giambellino, 150;S. CRISTOFORO SAS DI NOBI ANDREA E C.;12772080151;20147;15146;MILANO;-;15;MI;MILANO;30;LOMBARDIA;01/03/2015;-;Ordinaria;1;45.4446495341;9.1290643172;1;Via Giambellino, 150, 20147, MILANO;Via Giambellino 150, 20147, Milano;9.130488045790328;45.44489680045008
2996;0;Largo Scalabrini, 6;EUROPEA DR.SSA BLASI SIMONA;9247230965;20146;15146;MILANO;-;15;MI;MILANO;30;LOMBARDIA;01/07/2017;-;Ordinaria;1;45.450033;9.1412892;1;Largo Scalabrini, 6, 20146, MILANO;Largo Giovanni Battista Scalabrini 6, 20146, Milano;9.141138754371298;45.44994558200137
2997;0;Via Pordenone, 1;S. PAOLO SAS;13367530154;20132;15146;MILANO;-;15;MI;MILANO;30;LOMBARDIA;01/01/2008;-;Ordinaria;1;45.56472525;8.9233154;1;Via Pordenone, 1, 20132, MILANO;Via Pordenone 1, 20132, Milano;9.233956514426737;45.48996863281202
2998;0;Via Larga, 16;REALE DI AGAPE ALBERTO;9517590965;20122;15146;MILANO;-;15;MI;MILANO;30;LOMBARDIA;01/07/2017;-;Ordinaria;1;45.46107805;9.1914934;1;Via Larga, 16, 20122, MILANO;Via Larga 16, 20122, Milano;9.191672345951952;45.46121073050951
2999;0;Via San Paolo, 7;LIBERTY DI MANGIMI;1682210032;20121;15146;MILANO;-;15;MI;MILANO;30;LOMBARDIA;01/10/2010;-;Ordinaria;1;45.4859773675;9.0017499894;1;Via San Paolo, 7, 20121, MILANO;Via San Paolo 7, 20121, Milano;9.193457106844107;45.46577305023374
3000;0;Via Sabatino Lopez, 3;LA PIAZZETTA DOTTORI VAZZANA FRANCESCA MANUELA & SALVATORE FOTI SNC;13475660158;20157;15146;MILANO;-;15;MI;MILANO;30;LOMBARDIA;01/04/2015;-;Ordinaria;1;45.514462392;9.1459456574;1;Via Sabatino Lopez, 3, 20157, MILANO;Via Sabatino Lopez 3, 20157, Milano;9.145313548992974;45.5151132187085
3001;0;Via Altamura, 20;RAVIOLA ELISA;3227950965;20148;15146;MILANO;-;15;MI;MILANO;30;LOMBARDIA;01/01/2005;-;Ordinaria;1;45.54590655;8.94310975;1;Via Altamura, 20, 20148, MILANO;Via Saverio Altamura 20, 20148, Milano;9.13998757037327;45.470037090484134
3002;0;Via Val di Sole, 22;VAL DI SOLE;10703890151;20141;15146;MILANO;-;15;MI;MILANO;30;LOMBARDIA;01/01/2005;-;Ordinaria;1;45.42942475;9.20298935;1;Via Val di Sole, 22, 20141, MILANO;Via Val di Sole 22, 20141, Milano;9.203732995412386;45.430031043020364
3003;0;Viale Ranzoni, 2;Farmacia Ranzoni;2489000998;20149;15146;MILANO;-;15;MI;MILANO;30;LOMBARDIA;01/03/2018;-;Ordinaria;1;45.4666212;9.1906166;1;Viale Ranzoni, 2, 20149, MILANO;Viale Daniele Ranzoni 2, 20149, Milano;9.146083368313164;45.467415785734886
3004;0;Via Lomazzo, 44-Ang. Via Procaccini, 28;FARMACIA PROCACCINI DEI DOTTORI KALIN META E FASSONE SNC;3207930961;20154;15146;MILANO;-;15;MI;MILANO;30;LOMBARDIA;01/12/2016;-;Ordinaria;1;45.4666212;9.1906166;1;Via Lomazzo, 44-Ang. Via Procaccini, 28, 20154, MILANO;Procaccini;9.170450018321892;45.4838400255353
3005;0;Via Rimini, 29;MONCUCCO SAS DEL DOTT. DAVIDE LUZZANI;5653610963;20142;15146;MILANO;-;15;MI;MILANO;30;LOMBARDIA;01/01/2008;-;Ordinaria;1;45.5826172025;8.893897854;1;Via Rimini, 29, 20142, MILANO;Via Rimini 29, 20142, Milano;9.16927680391254;45.4407515323159
3006;0;Via Gazzoletti, 3;LESSONA;4167230152;20157;15146;MILANO;-;15;MI;MILANO;30;LOMBARDIA;01/01/2008;-;Ordinaria;1;45.5181495;9.1369789;1;Via Gazzoletti, 3, 20157, MILANO;Via Antonio Gazzoletti 3, 20157, Milano;9.136046037884485;45.51745538718329
3007;0;Piazza Maciachini, 24;RONDO' FARINI - MORETTI BARBARA;3315190961;20159;15146;MILANO;-;15;MI;MILANO;30;LOMBARDIA;01/01/2005;-;Ordinaria;1;45.4666212;9.1906166;1;Piazza Maciachini, 24, 20159, MILANO;Piazzale Carlo Maciachini 24, 20159, Milano;9.184189071729588;45.49753217430318
3008;0;Via Palmanova, 152;DEL PARCO SNC;3344490960;20132;15146;MILANO;-;15;MI;MILANO;30;LOMBARDIA;01/01/2005;-;Ordinaria;1;45.5024505308;9.2443870798;1;Via Palmanova, 152, 20132, MILANO;Via Palmanova 152, 20132, Milano;9.240643986171637;45.49921395487517
3009;0;Via M. De Angelis, 15;CA' GRANDA;2035930813;20162;15146;MILANO;-;15;MI;MILANO;30;LOMBARDIA;01/01/2008;-;Ordinaria;1;45.4666212;9.1906166;1;Via M. De Angelis, 15, 20162, MILANO;Via Michele De Angelis 15, 20162, Milano;9.193262757833754;45.506876878700524
3010;0;Via Porpora, 148;PORPORA SAS DI MACCHI ANNALISA & C.;9151920965;20131;15146;MILANO;-;15;MI;MILANO;30;LOMBARDIA;01/07/2017;-;Ordinaria;1;45.5601424;8.9377549;1;Via Porpora, 148, 20131, MILANO;Via Nicola Antonio Porpora 148, 20131, Milano;9.230638667638061;45.48604249624908
3011;0;Piazzale Cadorna, 11;CADORNA SNC DR. TIEGHI GIORGIO & C.;107330151;20123;15146;MILANO;-;15;MI;MILANO;30;LOMBARDIA;01/01/2005;-;Ordinaria;1;45.4666212;9.1906166;1;Piazzale Cadorna, 11, 20123, MILANO;Piazzale Luigi Cadorna 11, 20123, Milano;9.17605794754459;45.467810528997674
3012;0;Via Sansovino, 1;SANSOVINO;3588240964;20133;15146;MILANO;-;15;MI;MILANO;30;LOMBARDIA;01/04/2013;-;Ordinaria;1;45.4791093225;9.219228404;1;Via Sansovino, 1, 20133, MILANO;Via Sansovino 1, 20133, Milano;9.217547664723867;45.47915147100234
3013;0;Via F.lli Fraschini, 8;QUAI DI QUAI ARDUINO GIOVANNI;3610970968;20142;15146;MILANO;-;15;MI;MILANO;30;LOMBARDIA;01/01/2008;-;Ordinaria;1;45.4654542;9.186516;1;Via F.lli Fraschini, 8, 20142, MILANO;8, 20090, Opera, Milano;9.207882734178334;45.39082760616176
3014;0;Via Pellegrino Rossi, 44;S. ANTONIO SNC;3861110157;20161;15146;MILANO;-;15;MI;MILANO;30;LOMBARDIA;01/01/2005;-;Ordinaria;1;45.50664935;9.17875895;1;Via Pellegrino Rossi, 44, 20161, MILANO;Via Pellegrino Rossi 44, 20161, Milano;9.17613487177564;45.51044332944775
3015;0;Via Anfossi, 9;SACCHI SNC DI SACCHI BERTRANDO & NOVARA ALESSANDRO;3614190969;20135;15146;MILANO;-;15;MI;MILANO;30;LOMBARDIA;01/01/2008;-;Ordinaria;1;45.4588540522;9.2154647248;1;Via Anfossi, 9, 20135, MILANO;Via Augusto Anfossi 9, 20135, Milano;9.20955333319866;45.46037705190717
